Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,April,May,June,July,August,September,October,November,December,January,February,March,Total
WANAPARTHY,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,,,,,,,,,,,,,
WANAPARTHY,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,,,,,,,,,,,
WANAPARTHY,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,,,,,,,,,,,
WANAPARTHY,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,,,,,,,,,,,
WANAPARTHY,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,,,,,,,,,,,,,
WANAPARTHY,10.4.2,Number of Immunisation sessions held during the month,TOTAL,,,,,,,,,,,,,
WANAPARTHY,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,,,,,,,,,,,,,
WANAPARTHY,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,,,,,,,,,,,,,
WANAPARTHY,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,,,,,,,,,,,,,
WANAPARTHY,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,,,,,,,,,,,,,
WANAPARTHY,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
WANAPARTHY,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,,,,,,,,,,,,,
WANAPARTHY,13.1,Number of Patients operated for cataract,TOTAL,,,,,,,,,,,,,
WANAPARTHY,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,,,,,,,,,,,,,
WANAPARTHY,13.3,Number of School children detected with Refractive errors,TOTAL,,,,,,,,,,,,,
WANAPARTHY,13.4,Number of children provided free glasses,TOTAL,,,,,,,,,,,,,
WANAPARTHY,13.5,Number of eyes collected through eye donation,TOTAL,,,,,,,,,,,,,
WANAPARTHY,13.6,Number of eyes utilised for corneal transplant,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,,,,,,,,,,,,,-1.0
WANAPARTHY,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,,,,,,,,,,,,,-1.0
WANAPARTHY,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,,,,,,,,,,,,,-1.0
WANAPARTHY,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,,,,,,,,,,,,,-1.0
WANAPARTHY,14.05,Number of RKS meetings held during the month,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,,,,,,,,,,,,,-1.0
WANAPARTHY,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,,,,,,,,,,,,,-1.0
WANAPARTHY,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,,,,,,,,,,,,,-1.0
WANAPARTHY,14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,,,,,,,,,,,,,
WANAPARTHY,14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,,,,,,,,,,,,,
WANAPARTHY,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,,,,,,,,,,,,,
WANAPARTHY,14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,,,,,,,,,,,,,
WANAPARTHY,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,,,,,,,,,,,,,
WANAPARTHY,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,,,,,,,,,,,,,
WANAPARTHY,14.10.2.a,Number of death cases of Inpatient males,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.10.2.b,Number of death cases of Inpatient females,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.11,In-Patient Head Count at midnight,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.12.1,OPD attendance (All),TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.14.a,Number of patients given AYUSH treatment,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,,,,,,,,,,,,,
WANAPARTHY,14.14.c,Number of Adolescents counselled,TOTAL,,,,,,,,,,,,,
WANAPARTHY,15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,,,,,,,,,,,,,
WANAPARTHY,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,,,,,,,,,,,,,
WANAPARTHY,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,,,,,,,,,,,,,
WANAPARTHY,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,,,,,,,,,,,,,
WANAPARTHY,15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,,,,,,,,,,,,,
WANAPARTHY,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,,,,,,,,,,,,,
WANAPARTHY,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,,,,,,,,,,,,,
WANAPARTHY,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,,,,,,,,,,,,,
WANAPARTHY,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,,,,,,,,,,,,,
WANAPARTHY,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,,,,,,,,,,,,,
WANAPARTHY,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,,,,,,,,,,,,,
WANAPARTHY,15.2,Number of Widal tests conducted,Number tested,,,,,,,,,,,,,
WANAPARTHY,15.3.a,Number of VDRL tests conducted on males,Number tested,,,,,,,,,,,,,
WANAPARTHY,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,,,,,,,,,,,,,
WANAPARTHY,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,,,,,,,,,,,,,
WANAPARTHY,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,,,,,,,,,,,,,
WANAPARTHY,15.4.1,Number of blood smears examined for Malaria,TOTAL,,,,,,,,,,,,,
WANAPARTHY,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,,,,,,,,,,,,,
WANAPARTHY,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,,,,,,,,,,,,,
WANAPARTHY,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.1,Stock position of DPT vaccines,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.1,Stock position of DPT vaccines,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.1,Stock position of DPT vaccines,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.1,Stock position of DPT vaccines,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.1A,Stock Position of Pentavalent,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.1A,Stock Position of Pentavalent,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.2,Stock position of OPV vaccines,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.2,Stock position of OPV vaccines,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.2,Stock position of OPV vaccines,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.2,Stock position of OPV vaccines,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.3,Stock position of TT vaccines,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.3,Stock position of TT vaccines,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.3,Stock position of TT vaccines,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.3,Stock position of TT vaccines,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.4,Stock position of DT vaccines,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.4,Stock position of DT vaccines,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.4,Stock position of DT vaccines,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.4,Stock position of DT vaccines,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.5,Stock position of BCG vaccines,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.5,Stock position of BCG vaccines,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.5,Stock position of BCG vaccines,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.5,Stock position of BCG vaccines,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.6,Stock position of Measles vaccines,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.6,Stock position of Measles vaccines,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.6,Stock position of Measles vaccines,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.6,Stock position of Measles vaccines,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.7,Stock position of JE vaccines,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.7,Stock position of JE vaccines,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.7,Stock position of JE vaccines,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.7,Stock position of JE vaccines,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.3.02,Stock Position of Gloves,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.3.02,Stock Position of Gloves,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.3.02,Stock Position of Gloves,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.3.02,Stock Position of Gloves,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.3.02,Stock Position of Gloves,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.3.03,Stock Position of MVA Syringes,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.3.03,Stock Position of MVA Syringes,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,,,,,,,,,,,,,
WANAPARTHY,16.3.07,Stock Position of IFA Tablets,2. Stocks Received,,,,,,,,,,,,,
WANAPARTHY,16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,,,,,,,,,,,,,
WANAPARTHY,16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,,,,,,,,,,,,,
WANAPARTHY,16.3.07,Stock Position of IFA Tablets,5. Total Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANAPARTHY,16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,,,,,,,,,,,,,
